run_id,swept_param,swept_value,obs_mode,resample_method,event_start,event_end,obs_peak_m3s,sim_peak_m3s,peak_error_m3s,peak_error_pct,obs_peak_time,sim_peak_time,peak_timing_error_hr,obs_volume_m3,sim_volume_m3,volume_error_pct,rmse_m3s,nse,pbias_pct,kge,kge_r,kge_alpha,kge_beta,kge_gamma,kge_2012,threshold_m3s,first_arrival_error_min,rising_limb_steepness_ratio,time_to_peak_from_exc_min,duration_above_thresh_error_min,recession_rate_ratio,Ks_mult,f_RS_abs,As_value,Au_value,thetaS_mult,optpercolation,channelconductivity_mmhr,channelporosity,kinemvelcoef,flowexp,channelroughness,channelwidthcoeff
SMF_20140812_70_lhs006_Ks7p770706x_f0p015848_Ks7p770706x_f0p015848,crossversion_compare_tribs6,7.7707059955394415,synth,interpolate,2014-08-12 16:00,2014-08-13 12:00,59.9918,67.362,7.370199999999997,12.285345663907396,2014-08-12 19:00:00,2014-08-12 18:45:00,-0.25,125353.69,143602.56,14.557904119136817,3.333659954710773,0.8069196277768534,14.557904119136825,0.733574173517342,0.940002648102335,1.214918081017017,1.1455790411913682,1.0605275038495277,0.8313094009993891,2.99959,0.0,1.9763089990719784,-15.0,-10.0,1.1201941315012462,7.7707059955394415,0.01584830595982282,1.0,1.0,,0,70,0.4,4.5,0.24,0.026,2.33
