run_id,swept_param,swept_value,obs_mode,resample_method,event_start,event_end,obs_peak_m3s,sim_peak_m3s,peak_error_m3s,peak_error_pct,obs_peak_time,sim_peak_time,peak_timing_error_hr,obs_volume_m3,sim_volume_m3,volume_error_pct,rmse_m3s,nse,pbias_pct,kge,kge_r,kge_alpha,kge_beta,kge_gamma,kge_2012,threshold_m3s,first_arrival_error_min,rising_limb_steepness_ratio,time_to_peak_from_exc_min,duration_above_thresh_error_min,recession_rate_ratio,Ks_mult,f_RS_abs,As_value,Au_value,thetaS_mult,optpercolation,channelconductivity_mmhr,channelporosity,kinemvelcoef,flowexp,channelroughness,channelwidthcoeff
SMF_20140812_60_Ks7p0x_smoketest,Ks_mult,7.0,synth,interpolate,2014-08-12 16:00,2014-08-13 12:00,56.8775,66.0736,9.196100000000001,16.168256340380648,2014-08-12 19:00:00,2014-08-12 18:45:00,-0.25,116189.8,138164.11,18.912426047725344,3.443396645730697,0.7709900938544738,18.912426047725354,0.6795858437057626,0.9341398655456573,1.2501193481966877,1.1891242604772534,1.0512941243793597,0.7932716023202006,2.843875,-5.0,1.7552882580060103,-10.0,-5.0,1.0099575356839299,7.0,0.012,1.0,1.0,1.0,0,70,0.4,4.5,0.24,0.026,2.33
