run_id,swept_param,swept_value,obs_mode,resample_method,event_start,event_end,obs_peak_m3s,sim_peak_m3s,peak_error_m3s,peak_error_pct,obs_peak_time,sim_peak_time,peak_timing_error_hr,obs_volume_m3,sim_volume_m3,volume_error_pct,rmse_m3s,nse,pbias_pct,kge,kge_r,kge_alpha,kge_beta,kge_gamma,kge_2012,threshold_m3s,first_arrival_error_min,rising_limb_steepness_ratio,time_to_peak_from_exc_min,duration_above_thresh_error_min,recession_rate_ratio,Ks_mult,f_RS_abs,As_value,Au_value,thetaS_mult,optpercolation,channelconductivity_mmhr,channelporosity,kinemvelcoef,flowexp,channelroughness,channelwidthcoeff
SMF_20140812_70_ks8p5_f020_Ks8p5x_f0p02,crossversion_compare_tribs6,8.5,synth,interpolate,2014-08-12 16:00,2014-08-13 12:00,48.2059,64.32273333333333,16.116833333333332,33.43332109416758,2014-08-12 19:00:00,2014-08-12 18:50:00,-0.16666666666666666,108117.98000000001,141180.61000000002,30.580140324486273,3.565014281555516,0.652397477684615,30.580140324486273,0.45226996158729693,0.9526026924826411,1.4519371549155469,1.3058014032448626,1.111912693084525,0.6709324478775623,2.410295,0.0,1.8927015740193116,-10.0,-5.0,1.2097671334150655,8.5,0.02,1.0,1.0,,0,70,0.4,4.5,0.24,0.026,2.33
