run_id,swept_param,swept_value,obs_mode,resample_method,event_start,event_end,obs_peak_m3s,sim_peak_m3s,peak_error_m3s,peak_error_pct,obs_peak_time,sim_peak_time,peak_timing_error_hr,obs_volume_m3,sim_volume_m3,volume_error_pct,rmse_m3s,nse,pbias_pct,kge,kge_r,kge_alpha,kge_beta,kge_gamma,kge_2012,threshold_m3s,first_arrival_error_min,rising_limb_steepness_ratio,time_to_peak_from_exc_min,duration_above_thresh_error_min,recession_rate_ratio,Ks_mult,f_RS_abs,As_value,Au_value,thetaS_mult,optpercolation,channelconductivity_mmhr,channelporosity,kinemvelcoef,flowexp,channelroughness,channelwidthcoeff
SMF_20140812_70_lhs000_Ks7p148319x_f0p00316_Ks7p148319x_f0p00316,crossversion_compare_tribs6,7.148319209693033,synth,interpolate,2014-08-12 16:00,2014-08-13 12:00,33.7074,45.831066666666665,12.123666666666665,35.96737412754074,2014-08-12 19:00:00,2014-08-12 18:50:00,-0.16666666666666666,68072.48999999998,101400.80999999998,48.960042448865934,3.070123213337123,0.4679037731832174,48.960042448865906,0.3117640946492133,0.899448267479471,1.4731272924294918,1.4896004244886591,0.9889412410278937,0.5000584806976336,1.68537,-10.0,1.3786039381846393,0.0,0.0,1.2062855103659595,7.148319209693033,0.003160483600499468,1.0,1.0,,0,70,0.4,4.5,0.24,0.026,2.33
